OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1991-025AK","SL-12 DEB","35310","CIS","328.60","65.66","18184","608","SMALL","0","1991-04-04",""
"1991-025AG","SL-12 DEB","35307","CIS","318.54","65.12","17541","604","SMALL","0","1991-04-04",""
"1997-051PU","IRIDIUM 33 DEB","35304","US","102.43","86.36","979","769","SMALL","0","1997-09-14",""
"1997-051PS","IRIDIUM 33 DEB","35302","US","101.17","86.28","851","777","SMALL","0","1997-09-14",""
"1997-051PP","IRIDIUM 33 DEB","35299","US","100.87","86.29","847","753","SMALL","0","1997-09-14",""
"1997-051PM","IRIDIUM 33 DEB","35297","US","100.26","86.39","782","760","SMALL","0","1997-09-14",""
"1997-051PL","IRIDIUM 33 DEB","35296","US","99.19","86.31","725","715","SMALL","0","1997-09-14",""
"1997-051PJ","IRIDIUM 33 DEB","35294","US","98.78","86.33","710","690","SMALL","0","1997-09-14",""
"1997-051PH","IRIDIUM 33 DEB","35293","US","94.99","86.33","532","504","SMALL","0","1997-09-14",""
"1993-036AJW","COSMOS 2251 DEB","35292","CIS","96.01","74.00","585","549","SMALL","0","1993-06-16",""
"1993-036AJV","COSMOS 2251 DEB","35291","CIS","96.29","74.04","644","517","SMALL","0","1993-06-16",""
"1993-036AJU","COSMOS 2251 DEB","35290","CIS","99.53","74.02","745","727","SMALL","0","1993-06-16",""
"1993-036AJS","COSMOS 2251 DEB","35288","CIS","99.52","73.96","772","699","SMALL","0","1993-06-16",""
"1993-036AJR","COSMOS 2251 DEB","35287","CIS","100.38","74.03","790","763","SMALL","0","1993-06-16",""
"1993-036AJP","COSMOS 2251 DEB","35285","CIS","99.15","74.03","729","706","SMALL","0","1993-06-16",""
"1993-036AJN","COSMOS 2251 DEB","35284","CIS","100.28","74.05","784","759","SMALL","0","1993-06-16",""
"1993-036AJM","COSMOS 2251 DEB","35283","CIS","95.92","74.02","565","561","SMALL","0","1993-06-16",""
"1993-036AJL","COSMOS 2251 DEB","35282","CIS","99.14","74.10","786","649","SMALL","0","1993-06-16",""
"1993-036AJK","COSMOS 2251 DEB","35281","CIS","98.91","74.00","722","692","SMALL","0","1993-06-16",""
"1993-036AJJ","COSMOS 2251 DEB","35280","CIS","99.62","74.03","785","695","SMALL","0","1993-06-16",""
"1993-036AJH","COSMOS 2251 DEB","35279","CIS","97.44","74.00","658","614","SMALL","0","1993-06-16",""
"1993-036AJG","COSMOS 2251 DEB","35278","CIS","99.35","74.05","772","683","SMALL","0","1993-06-16",""
"2008-056E","CZ-2D DEB","35275","PRC","101.02","98.85","907","707","SMALL","0","2008-11-05",""
"2008-056D","CZ-2D DEB","35274","PRC","102.38","99.12","994","749","SMALL","0","2008-11-05",""
"2005-024M","CZ-2D DEB","35273","PRC","94.83","97.39","519","502","SMALL","0","2005-07-05",""
"2005-024L","CZ-2D DEB","35272","PRC","94.91","97.40","523","506","SMALL","0","2005-07-05",""
"2005-024K","CZ-2D DEB","35271","PRC","94.95","97.41","524","508","SMALL","0","2005-07-05",""
"2004-035N","CZ-4 DEB","35270","PRC","98.78","97.71","827","574","SMALL","0","2004-09-08",""
"2004-035M","CZ-4 DEB","35269","PRC","98.09","97.99","771","564","SMALL","0","2004-09-08",""
"2004-035L","CZ-4 DEB","35268","PRC","94.71","97.60","507","502","SMALL","0","2004-09-08",""
"1991-050R","ERS 1 DEB","35262","ESA","99.20","98.32","735","706","SMALL","0","1991-07-17",""
"1991-050Q","ERS 1 DEB","35261","ESA","97.46","98.27","652","622","SMALL","0","1991-07-17",""
"1991-050P","ERS 1 DEB","35260","ESA","99.60","98.53","759","720","SMALL","0","1991-07-17",""
"1991-050N","ERS 1 DEB","35259","ESA","99.42","98.48","746","716","SMALL","0","1991-07-17",""
"1991-050M","ERS 1 DEB","35258","ESA","97.55","98.29","656","627","SMALL","0","1991-07-17",""
"1979-095Y","METEOR 2-5 DEB","35257","CIS","100.59","81.19","802","771","SMALL","0","1979-10-31",""
"1979-095X","METEOR 2-5 DEB","35256","CIS","101.39","81.20","835","814","SMALL","0","1979-10-31",""
"1979-095W","METEOR 2-5 DEB","35255","CIS","101.37","81.21","832","816","SMALL","0","1979-10-31",""
"1979-095V","METEOR 2-5 DEB","35254","CIS","99.84","81.20","757","744","SMALL","0","1979-10-31",""
"1979-095U","METEOR 2-5 DEB","35253","CIS","99.50","81.19","741","728","SMALL","0","1979-10-31",""
"2007-055F","CZ-4C DEB","35251","PRC","99.69","97.82","888","599","SMALL","0","2007-11-11",""
"2007-055D","CZ-4C DEB","35249","PRC","100.39","97.82","954","600","SMALL","0","2007-11-11",""
"2007-055C","CZ-4C DEB","35248","PRC","98.40","97.79","789","575","SMALL","0","2007-11-11",""
"1999-025DRF","FENGYUN 1C DEB","35247","PRC","100.94","98.83","851","756","SMALL","0","1999-05-10",""
"1999-025DRD","FENGYUN 1C DEB","35245","PRC","102.73","99.20","937","839","SMALL","0","1999-05-10",""
"1999-025DRC","FENGYUN 1C DEB","35244","PRC","102.66","99.05","938","831","SMALL","0","1999-05-10",""
"1999-025DRB","FENGYUN 1C DEB","35243","PRC","99.38","98.87","817","640","SMALL","0","1999-05-10",""
"1999-025DRA","FENGYUN 1C DEB","35242","PRC","106.92","100.09","1323","845","SMALL","0","1999-05-10",""
"1999-025DQZ","FENGYUN 1C DEB","35241","PRC","103.50","98.59","1036","812","SMALL","0","1999-05-10",""
"1999-025DQY","FENGYUN 1C DEB","35240","PRC","102.20","99.38","906","820","SMALL","0","1999-05-10",""
"1999-025DQX","FENGYUN 1C DEB","35239","PRC","105.54","99.29","1193","847","SMALL","0","1999-05-10",""
"1999-025DQV","FENGYUN 1C DEB","35237","PRC","98.25","99.60","719","632","SMALL","0","1999-05-10",""
"1999-025DQU","FENGYUN 1C DEB","35236","PRC","100.22","98.96","842","696","SMALL","0","1999-05-10",""
"1999-025DQT","FENGYUN 1C DEB","35235","PRC","94.36","99.45","505","471","SMALL","0","1999-05-10",""
"1999-025DQS","FENGYUN 1C DEB","35234","PRC","99.50","98.28","831","639","SMALL","0","1999-05-10",""
"1999-025DQR","FENGYUN 1C DEB","35233","PRC","101.28","98.86","859","780","SMALL","0","1999-05-10",""
"1999-025DQP","FENGYUN 1C DEB","35231","PRC","101.81","98.99","872","817","SMALL","0","1999-05-10",""
"1999-025DQN","FENGYUN 1C DEB","35230","PRC","100.78","98.38","843","748","SMALL","0","1999-05-10",""
"1999-025DQM","FENGYUN 1C DEB","35229","PRC","101.69","98.54","904","774","SMALL","0","1999-05-10",""
"1999-025DQK","FENGYUN 1C DEB","35227","PRC","98.31","98.94","733","623","SMALL","0","1999-05-10",""
"1999-025DQJ","FENGYUN 1C DEB","35226","PRC","96.79","98.97","638","572","SMALL","0","1999-05-10",""
"1999-025DQH","FENGYUN 1C DEB","35225","PRC","101.39","103.29","863","786","SMALL","0","1999-05-10",""
"1999-025DQF","FENGYUN 1C DEB","35223","PRC","98.15","98.94","800","541","SMALL","0","1999-05-10",""
"1999-025DQE","FENGYUN 1C DEB","35222","PRC","96.19","98.93","675","477","SMALL","0","1999-05-10",""
"1999-025DQD","FENGYUN 1C DEB","35221","PRC","100.85","98.38","853","746","SMALL","0","1999-05-10",""
"1999-025DQC","FENGYUN 1C DEB","35220","PRC","102.10","99.16","896","821","SMALL","0","1999-05-10",""
"1999-025DQB","FENGYUN 1C DEB","35219","PRC","98.15","99.11","737","604","SMALL","0","1999-05-10",""
"1999-025DPZ","FENGYUN 1C DEB","35217","PRC","106.77","101.87","1320","834","SMALL","0","1999-05-10",""
"1999-025DPX","FENGYUN 1C DEB","35215","PRC","94.64","98.96","550","452","SMALL","0","1999-05-10",""
"1999-025DPW","FENGYUN 1C DEB","35214","PRC","97.55","98.58","704","579","SMALL","0","1999-05-10",""
"1999-025DPV","FENGYUN 1C DEB","35213","PRC","97.12","98.49","734","507","SMALL","0","1999-05-10",""
"1999-025DPT","FENGYUN 1C DEB","35211","PRC","103.09","98.41","1008","801","SMALL","0","1999-05-10",""
"1999-025DPS","FENGYUN 1C DEB","35210","PRC","102.17","99.00","911","812","SMALL","0","1999-05-10",""
"1999-025DPQ","FENGYUN 1C DEB","35208","PRC","103.35","99.07","994","840","SMALL","0","1999-05-10",""
"1999-025DPP","FENGYUN 1C DEB","35207","PRC","100.58","98.83","844","728","SMALL","0","1999-05-10",""
"1999-025DPM","FENGYUN 1C DEB","35205","PRC","101.66","99.00","887","787","SMALL","0","1999-05-10",""
"1999-025DPL","FENGYUN 1C DEB","35204","PRC","101.30","98.91","863","778","SMALL","0","1999-05-10",""
"1999-025DPK","FENGYUN 1C DEB","35203","PRC","109.41","102.08","1615","784","SMALL","0","1999-05-10",""
"1999-025DPJ","FENGYUN 1C DEB","35202","PRC","108.12","100.27","1427","853","SMALL","0","1999-05-10",""
"1999-025DPH","FENGYUN 1C DEB","35201","PRC","102.11","98.86","864","854","SMALL","0","1999-05-10",""
"1999-025DPG","FENGYUN 1C DEB","35200","PRC","107.41","98.86","1373","840","SMALL","0","1999-05-10",""
"1999-025DPF","FENGYUN 1C DEB","35199","PRC","103.58","98.46","1022","834","SMALL","0","1999-05-10",""
"1999-025DPC","FENGYUN 1C DEB","35196","PRC","101.97","98.73","1021","683","SMALL","0","1999-05-10",""
"1999-025DPB","FENGYUN 1C DEB","35195","PRC","99.84","98.99","842","660","SMALL","0","1999-05-10",""
"1999-025DPA","FENGYUN 1C DEB","35194","PRC","99.72","98.94","850","640","SMALL","0","1999-05-10",""
"1999-025DNY","FENGYUN 1C DEB","35192","PRC","99.61","99.14","902","578","SMALL","0","1999-05-10",""
"1999-025DNX","FENGYUN 1C DEB","35191","PRC","103.59","98.98","1004","853","SMALL","0","1999-05-10",""
"1999-025DNW","FENGYUN 1C DEB","35190","PRC","99.79","98.73","827","670","SMALL","0","1999-05-10",""
"1999-025DNV","FENGYUN 1C DEB","35189","PRC","102.56","99.00","927","833","SMALL","0","1999-05-10",""
"1999-025DNT","FENGYUN 1C DEB","35187","PRC","101.21","99.70","848","784","SMALL","0","1999-05-10",""
"1999-025DNS","FENGYUN 1C DEB","35186","PRC","100.70","99.63","837","747","SMALL","0","1999-05-10",""
"1999-025DNR","FENGYUN 1C DEB","35185","PRC","97.36","99.54","714","551","SMALL","0","1999-05-10",""
"1999-025DNP","FENGYUN 1C DEB","35183","PRC","98.44","98.89","756","613","SMALL","0","1999-05-10",""
"1999-025DNL","FENGYUN 1C DEB","35180","PRC","107.25","99.54","1565","634","SMALL","0","1999-05-10",""
"1999-025DNH","FENGYUN 1C DEB","35177","PRC","101.68","98.78","869","807","SMALL","0","1999-05-10",""
"1999-025DNG","FENGYUN 1C DEB","35176","PRC","101.84","98.62","887","804","SMALL","0","1999-05-10",""
"1999-025DNF","FENGYUN 1C DEB","35175","PRC","101.53","98.72","874","788","SMALL","0","1999-05-10",""
"1999-025DNE","FENGYUN 1C DEB","35174","PRC","100.49","99.06","1042","522","SMALL","0","1999-05-10",""
"1999-025DND","FENGYUN 1C DEB","35173","PRC","108.36","99.78","1544","757","SMALL","0","1999-05-10",""
"1999-025DNC","FENGYUN 1C DEB","35172","PRC","97.48","98.67","827","449","SMALL","0","1999-05-10",""
"1999-025DNB","FENGYUN 1C DEB","35171","PRC","103.98","98.94","1061","833","SMALL","0","1999-05-10",""
"1999-025DNA","FENGYUN 1C DEB","35170","PRC","102.57","99.85","957","803","SMALL","0","1999-05-10",""
"1999-025DMZ","FENGYUN 1C DEB","35169","PRC","99.62","99.14","872","609","SMALL","0","1999-05-10",""
"1999-025DMY","FENGYUN 1C DEB","35168","PRC","101.94","98.18","945","756","SMALL","0","1999-05-10",""
"1999-025DMX","FENGYUN 1C DEB","35167","PRC","101.19","98.51","997","633","SMALL","0","1999-05-10",""
"1999-025DMV","FENGYUN 1C DEB","35165","PRC","101.68","98.99","860","816","SMALL","0","1999-05-10",""
"1999-025DMU","FENGYUN 1C DEB","35164","PRC","104.29","98.62","1119","804","SMALL","0","1999-05-10",""
"1999-025DMT","FENGYUN 1C DEB","35163","PRC","99.04","99.08","798","628","SMALL","0","1999-05-10",""
"1999-025DMS","FENGYUN 1C DEB","35162","PRC","99.29","96.74","800","649","SMALL","0","1999-05-10",""
"1999-025DMR","FENGYUN 1C DEB","35161","PRC","97.56","99.54","717","567","SMALL","0","1999-05-10",""
"1999-025DMQ","FENGYUN 1C DEB","35160","PRC","100.63","99.22","923","654","SMALL","0","1999-05-10",""
"1999-025DMP","FENGYUN 1C DEB","35159","PRC","101.13","98.95","820","804","SMALL","0","1999-05-10",""
"1999-025DML","FENGYUN 1C DEB","35156","PRC","102.28","98.74","895","838","SMALL","0","1999-05-10",""
"1999-025DMK","FENGYUN 1C DEB","35155","PRC","101.82","98.69","865","824","SMALL","0","1999-05-10",""
"1999-025DMJ","FENGYUN 1C DEB","35154","PRC","101.77","99.48","978","707","SMALL","0","1999-05-10",""
"1999-025DMH","FENGYUN 1C DEB","35153","PRC","98.55","98.91","835","544","SMALL","0","1999-05-10",""
"1999-025DMG","FENGYUN 1C DEB","35152","PRC","104.89","99.66","1137","842","SMALL","0","1999-05-10",""
"1999-025DME","FENGYUN 1C DEB","35150","PRC","99.12","99.26","813","620","SMALL","0","1999-05-10",""
"1999-025DMC","FENGYUN 1C DEB","35148","PRC","98.87","98.96","769","640","SMALL","0","1999-05-10",""
"1999-025DMB","FENGYUN 1C DEB","35147","PRC","100.10","99.53","800","727","SMALL","0","1999-05-10",""
"1999-025DMA","FENGYUN 1C DEB","35146","PRC","99.36","98.23","906","549","SMALL","0","1999-05-10",""
"1999-025DLZ","FENGYUN 1C DEB","35145","PRC","95.40","99.62","609","467","SMALL","0","1999-05-10",""
"1999-025DLY","FENGYUN 1C DEB","35144","PRC","100.76","98.77","828","762","SMALL","0","1999-05-10",""
"1999-025DLW","FENGYUN 1C DEB","35142","PRC","103.65","99.06","1011","852","SMALL","0","1999-05-10",""
"1999-025DLV","FENGYUN 1C DEB","35141","PRC","102.32","99.08","925","812","SMALL","0","1999-05-10",""
"1999-025DLU","FENGYUN 1C DEB","35140","PRC","101.49","98.50","1046","613","SMALL","0","1999-05-10",""
"1999-025DLT","FENGYUN 1C DEB","35139","PRC","101.58","98.71","885","782","SMALL","0","1999-05-10",""
"1999-025DLR","FENGYUN 1C DEB","35137","PRC","101.19","99.09","986","644","SMALL","0","1999-05-10",""
"1999-025DLQ","FENGYUN 1C DEB","35136","PRC","100.53","98.71","839","728","SMALL","0","1999-05-10",""
"1999-025DLP","FENGYUN 1C DEB","35135","PRC","101.55","98.71","894","770","SMALL","0","1999-05-10",""
"1999-025DLN","FENGYUN 1C DEB","35134","PRC","99.52","98.90","783","688","SMALL","0","1999-05-10",""
"1999-025DLJ","FENGYUN 1C DEB","35130","PRC","101.60","99.07","873","796","SMALL","0","1999-05-10",""
"1999-025DLH","FENGYUN 1C DEB","35129","PRC","102.33","98.29","971","766","SMALL","0","1999-05-10",""
"1999-025DLG","FENGYUN 1C DEB","35128","PRC","102.35","98.35","969","770","SMALL","0","1999-05-10",""
"1999-025DLD","FENGYUN 1C DEB","35125","PRC","101.42","98.28","873","779","SMALL","0","1999-05-10",""
"1999-025DLB","FENGYUN 1C DEB","35123","PRC","101.56","98.95","873","792","SMALL","0","1999-05-10",""
"1999-025DLA","FENGYUN 1C DEB","35122","PRC","102.00","98.87","873","834","SMALL","0","1999-05-10",""
"1999-025DKZ","FENGYUN 1C DEB","35121","PRC","102.63","98.27","1000","766","SMALL","0","1999-05-10",""
"1999-025DKY","FENGYUN 1C DEB","35120","PRC","102.64","98.02","1002","765","SMALL","0","1999-05-10",""
"1999-025DKX","FENGYUN 1C DEB","35119","PRC","98.25","99.97","709","640","SMALL","0","1999-05-10",""
"1999-025DKW","FENGYUN 1C DEB","35118","PRC","98.06","97.90","791","541","SMALL","0","1999-05-10",""
"1999-025DKV","FENGYUN 1C DEB","35117","PRC","100.26","98.75","810","732","SMALL","0","1999-05-10",""
"1999-025DKU","FENGYUN 1C DEB","35116","PRC","101.67","98.84","887","788","SMALL","0","1999-05-10",""
"1999-025DKS","FENGYUN 1C DEB","35114","PRC","95.19","97.80","633","423","SMALL","0","1999-05-10",""
"1999-025DKP","FENGYUN 1C DEB","35111","PRC","102.29","99.48","886","848","SMALL","0","1999-05-10",""
"1999-025DKN","FENGYUN 1C DEB","35110","PRC","99.73","96.65","835","656","SMALL","0","1999-05-10",""
"1999-025DKM","FENGYUN 1C DEB","35109","PRC","101.55","98.61","947","717","SMALL","0","1999-05-10",""
"1999-025DKL","FENGYUN 1C DEB","35108","PRC","102.54","98.89","979","778","SMALL","0","1999-05-10",""
"1999-025DKH","FENGYUN 1C DEB","35105","PRC","100.03","98.88","846","673","SMALL","0","1999-05-10",""
"1999-025DKG","FENGYUN 1C DEB","35104","PRC","101.67","98.73","862","813","SMALL","0","1999-05-10",""
"1999-025DKE","FENGYUN 1C DEB","35102","PRC","101.16","98.63","860","767","SMALL","0","1999-05-10",""
"1999-025DKB","FENGYUN 1C DEB","35099","PRC","95.89","98.37","658","465","SMALL","0","1999-05-10",""
"1999-025DJZ","FENGYUN 1C DEB","35097","PRC","97.55","98.63","771","512","SMALL","0","1999-05-10",""
"1999-025DJY","FENGYUN 1C DEB","35096","PRC","98.75","97.70","820","578","SMALL","0","1999-05-10",""
"1999-025DJX","FENGYUN 1C DEB","35095","PRC","99.31","98.48","879","572","SMALL","0","1999-05-10",""
"1999-025DJW","FENGYUN 1C DEB","35094","PRC","99.41","97.75","862","599","SMALL","0","1999-05-10",""
"1999-025DJV","FENGYUN 1C DEB","35093","PRC","99.27","98.62","833","614","SMALL","0","1999-05-10",""
"1999-025DJU","FENGYUN 1C DEB","35092","PRC","100.77","98.86","863","727","SMALL","0","1999-05-10",""
"1999-025DJT","FENGYUN 1C DEB","35091","PRC","100.68","98.69","849","733","SMALL","0","1999-05-10",""
"1999-025DJS","FENGYUN 1C DEB","35090","PRC","102.45","99.09","921","829","SMALL","0","1999-05-10",""
"1999-025DJR","FENGYUN 1C DEB","35089","PRC","101.81","98.71","865","823","SMALL","0","1999-05-10",""
"1999-025DJQ","FENGYUN 1C DEB","35088","PRC","104.73","94.67","1253","710","SMALL","0","1999-05-10",""
"1999-025DJN","FENGYUN 1C DEB","35086","PRC","100.26","98.95","849","694","SMALL","0","1999-05-10",""
"1991-025AF","SL-12 DEB","35085","CIS","333.13","65.71","17453","1628","MEDIUM","0","1991-04-04",""
"1991-025AE","SL-12 DEB","35084","CIS","324.49","73.90","15698","2830","SMALL","0","1991-04-04",""
"1991-025AD","SL-12 DEB","35083","CIS","273.12","74.00","12876","2256","","0","1991-04-04",""
"1991-025AC","SL-12 DEB","35082","CIS","295.61","88.39","16187","456","MEDIUM","0","1991-04-04",""
"1997-051PF","IRIDIUM 33 DEB","35080","US","101.81","86.24","978","711","SMALL","0","1997-09-14",""
"1997-051PE","IRIDIUM 33 DEB","35079","US","101.41","86.43","928","723","SMALL","0","1997-09-14",""
"1997-051PC","IRIDIUM 33 DEB","35077","US","95.34","86.26","548","522","SMALL","0","1997-09-14",""
"1993-036AJF","COSMOS 2251 DEB","35076","CIS","98.19","73.97","721","623","SMALL","0","1993-06-16",""
"1993-036AJC","COSMOS 2251 DEB","35073","CIS","99.21","74.02","750","692","SMALL","0","1993-06-16",""
"1993-036AJB","COSMOS 2251 DEB","35072","CIS","99.24","74.09","758","687","SMALL","0","1993-06-16",""
"1993-036AJA","COSMOS 2251 DEB","35071","CIS","97.56","73.94","722","562","SMALL","0","1993-06-16",""
"1993-036AHW","COSMOS 2251 DEB","35067","CIS","98.40","73.75","730","634","SMALL","0","1993-06-16",""
"1993-036AHV","COSMOS 2251 DEB","35066","CIS","97.99","74.02","682","643","SMALL","0","1993-06-16",""
"1993-036AHU","COSMOS 2251 DEB","35065","CIS","100.05","74.02","777","745","SMALL","0","1993-06-16",""
"1993-036AHR","COSMOS 2251 DEB","35062","CIS","102.26","74.10","977","754","SMALL","0","1993-06-16",""
"1993-036AHQ","COSMOS 2251 DEB","35061","CIS","99.04","74.05","749","677","SMALL","0","1993-06-16",""
"1993-036AHP","COSMOS 2251 DEB","35060","CIS","100.21","74.04","783","754","SMALL","0","1993-06-16",""
"1993-036AHN","COSMOS 2251 DEB","35059","CIS","98.04","73.99","681","649","SMALL","0","1993-06-16",""
"1993-036AHM","COSMOS 2251 DEB","35058","CIS","95.49","74.00","576","508","SMALL","0","1993-06-16",""
"1991-025AA","SL-12 DEB","35056","CIS","338.64","65.32","18746","685","SMALL","0","1991-04-04",""
"1997-051PA","IRIDIUM 33 DEB","35054","US","97.20","86.34","637","613","SMALL","0","1997-09-14",""
"1997-051NY","IRIDIUM 33 DEB","35052","US","100.30","86.33","782","763","SMALL","0","1997-09-14",""
"1997-051NX","IRIDIUM 33 DEB","35051","US","100.12","86.32","771","758","SMALL","0","1997-09-14",""
"1997-051NW","IRIDIUM 33 DEB","35050","US","97.08","86.30","637","601","SMALL","0","1997-09-14",""
"1997-051NV","IRIDIUM 33 DEB","35049","US","98.58","86.37","711","670","SMALL","0","1997-09-14",""
"1993-036AHJ","COSMOS 2251 DEB","35045","CIS","103.16","73.72","1048","768","SMALL","0","1993-06-16",""
"1993-036AHG","COSMOS 2251 DEB","35043","CIS","100.92","73.97","948","656","SMALL","0","1993-06-16",""
"1993-036AHF","COSMOS 2251 DEB","35042","CIS","96.84","74.01","628","586","SMALL","0","1993-06-16",""
"1993-036AHC","COSMOS 2251 DEB","35039","CIS","97.91","74.02","674","643","SMALL","0","1993-06-16",""
"1993-036AHB","COSMOS 2251 DEB","35038","CIS","102.08","74.08","960","754","SMALL","0","1993-06-16",""
"1993-036AHA","COSMOS 2251 DEB","35037","CIS","98.65","74.00","725","663","SMALL","0","1993-06-16",""
"1993-036AGZ","COSMOS 2251 DEB","35036","CIS","101.12","74.08","891","732","SMALL","0","1993-06-16",""
"1993-036AGW","COSMOS 2251 DEB","35033","CIS","99.95","74.03","768","744","SMALL","0","1993-06-16",""
"1993-036AGV","COSMOS 2251 DEB","35032","CIS","99.76","73.86","808","686","SMALL","0","1993-06-16",""
"1993-036AGU","COSMOS 2251 DEB","35031","CIS","100.29","74.04","786","758","SMALL","0","1993-06-16",""
"1993-036AGR","COSMOS 2251 DEB","35028","CIS","99.00","74.04","771","650","SMALL","0","1993-06-16",""
"1993-036AGP","COSMOS 2251 DEB","35026","CIS","99.16","74.04","779","658","SMALL","0","1993-06-16",""
"1993-036AGN","COSMOS 2251 DEB","35025","CIS","98.46","73.94","755","615","SMALL","0","1993-06-16",""
"1993-036AGL","COSMOS 2251 DEB","35023","CIS","98.74","74.05","743","654","SMALL","0","1993-06-16",""
"1993-036AGK","COSMOS 2251 DEB","35022","CIS","99.17","74.03","759","679","SMALL","0","1993-06-16",""
"1993-036AGH","COSMOS 2251 DEB","35020","CIS","98.70","74.05","764","629","SMALL","0","1993-06-16",""
"1993-036AGG","COSMOS 2251 DEB","35019","CIS","97.60","74.01","660","628","SMALL","0","1993-06-16",""
"1993-036AGF","COSMOS 2251 DEB","35018","CIS","105.84","73.98","1307","761","SMALL","0","1993-06-16",""
"1993-036AGD","COSMOS 2251 DEB","35016","CIS","100.69","73.93","878","705","SMALL","0","1993-06-16",""
"1993-036AGC","COSMOS 2251 DEB","35015","CIS","100.36","73.95","840","712","SMALL","0","1993-06-16",""
"1993-036AGB","COSMOS 2251 DEB","35014","CIS","99.49","74.01","744","724","SMALL","0","1993-06-16",""
"1993-036AFZ","COSMOS 2251 DEB","35012","CIS","99.78","74.02","809","688","SMALL","0","1993-06-16",""
"2009-029B","FREGAT R/B","35009","CIS","553.99","63.30","31858","73","LARGE","0","2009-05-21",""
"2009-029A","MERIDIAN 2","35008","CIS","641.10","63.02","36211","290","LARGE","0","2009-05-21",""
"1993-036AFY","COSMOS 2251 DEB","35000","CIS","98.78","74.04","753","648","SMALL","0","1993-06-16",""
"1993-036AFW","COSMOS 2251 DEB","34998","CIS","99.94","74.01","773","738","SMALL","0","1993-06-16",""
"1993-036AFV","COSMOS 2251 DEB","34997","CIS","100.82","73.89","885","710","SMALL","0","1993-06-16",""
"1993-036AFT","COSMOS 2251 DEB","34995","CIS","98.47","73.83","716","655","SMALL","0","1993-06-16",""
"1993-036AFR","COSMOS 2251 DEB","34993","CIS","97.99","74.01","681","644","SMALL","0","1993-06-16",""
"1993-036AFP","COSMOS 2251 DEB","34991","CIS","98.58","74.04","700","682","SMALL","0","1993-06-16",""
"1993-036AFN","COSMOS 2251 DEB","34990","CIS","100.21","74.05","781","756","SMALL","0","1993-06-16",""
"1993-036AFM","COSMOS 2251 DEB","34989","CIS","98.95","74.02","730","687","SMALL","0","1993-06-16",""
"1997-051NT","IRIDIUM 33 DEB","34987","US","97.20","86.34","630","619","SMALL","0","1997-09-14",""
"1997-051NS","IRIDIUM 33 DEB","34986","US","99.09","86.38","736","694","SMALL","0","1997-09-14",""
"1997-051NR","IRIDIUM 33 DEB","34985","US","100.38","86.37","792","761","SMALL","0","1997-09-14",""
"1997-051NP","IRIDIUM 33 DEB","34983","US","97.91","86.36","682","636","SMALL","0","1997-09-14",""
"1993-036AFJ","COSMOS 2251 DEB","34979","CIS","98.90","74.05","757","655","SMALL","0","1993-06-16",""
"1993-036AFH","COSMOS 2251 DEB","34978","CIS","97.48","74.02","666","610","SMALL","0","1993-06-16",""
"1993-036AFG","COSMOS 2251 DEB","34977","CIS","99.31","74.03","765","686","SMALL","0","1993-06-16",""
"1993-036AFF","COSMOS 2251 DEB","34976","CIS","98.98","74.06","757","663","SMALL","0","1993-06-16",""
"1993-036AFB","COSMOS 2251 DEB","34972","CIS","99.55","74.00","777","697","SMALL","0","1993-06-16",""
"1993-036AFA","COSMOS 2251 DEB","34971","CIS","99.19","73.98","773","666","SMALL","0","1993-06-16",""
"1993-036AEZ","COSMOS 2251 DEB","34970","CIS","95.03","74.02","532","508","SMALL","0","1993-06-16",""
"1993-036AEY","COSMOS 2251 DEB","34969","CIS","100.82","74.02","853","742","SMALL","0","1993-06-16",""
"1993-036AEX","COSMOS 2251 DEB","34968","CIS","98.90","74.04","770","642","SMALL","0","1993-06-16",""
"1993-036AEW","COSMOS 2251 DEB","34967","CIS","100.33","74.00","806","743","SMALL","0","1993-06-16",""
"1993-036AEV","COSMOS 2251 DEB","34966","CIS","95.87","73.97","582","539","SMALL","0","1993-06-16",""
"1993-036AEU","COSMOS 2251 DEB","34965","CIS","99.74","74.06","767","725","SMALL","0","1993-06-16",""
"1993-036AET","COSMOS 2251 DEB","34964","CIS","103.65","73.98","1107","756","SMALL","0","1993-06-16",""
"1993-036AES","COSMOS 2251 DEB","34963","CIS","100.39","74.18","817","738","SMALL","0","1993-06-16",""
"1993-036AER","COSMOS 2251 DEB","34962","CIS","100.02","74.03","775","745","SMALL","0","1993-06-16",""
"1993-036AEM","COSMOS 2251 DEB","34958","CIS","96.69","74.01","700","500","SMALL","0","1993-06-16",""
"1993-036AEJ","COSMOS 2251 DEB","34955","CIS","97.56","74.05","727","557","SMALL","0","1993-06-16",""
"1993-036AEH","COSMOS 2251 DEB","34954","CIS","99.40","74.00","750","710","SMALL","0","1993-06-16",""
"1993-036AEG","COSMOS 2251 DEB","34953","CIS","99.21","74.10","777","665","SMALL","0","1993-06-16",""
"1993-036AEE","COSMOS 2251 DEB","34951","CIS","98.25","74.02","721","629","SMALL","0","1993-06-16",""
"1993-036AEC","COSMOS 2251 DEB","34949","CIS","98.42","74.02","750","616","SMALL","0","1993-06-16",""
"1993-036AEB","COSMOS 2251 DEB","34948","CIS","99.48","74.02","752","715","SMALL","0","1993-06-16",""
